m1,m2,m3,m4,laser,target
1,0,1,1,9.04525525,83.32661467
0,1,1,1,2.572007125,75.69201963
0,0,1,0,17.60344361,92.15034377
0,1,1,1,8.567906979,77.148433
0,1,1,1,1.480091514,66.45135382
0,0,0,0,10.58731975,91.28393057
0,1,1,1,12.94693717,79.63588453
1,1,1,1,5.511649283,62.33390727
1,0,0,1,16.00680815,85.94901037
1,1,0,1,13.39551692,94.34369907
0,0,0,1,13.00682339,87.85103775
0,1,0,1,8.416499057,85.73569708
1,0,0,1,19.23830603,82.34897716
0,1,0,0,5.483783359,90.56033657
0,0,1,0,11.55411002,96.64478919
0,0,0,1,6.181103149,75.3280571
0,1,0,1,14.89609506,82.36391638
0,1,0,0,0.955829677,77.17275946
1,0,0,0,0.917877358,74.90760254
1,1,1,0,16.21721939,77.14879742
1,0,0,0,8.685363221,80.81029176
1,1,0,0,6.823601092,70.84338881
1,1,1,0,12.15053724,86.15398808
0,0,1,0,14.03798688,79.08206519
0,0,1,1,4.024026937,76.12161689
0,1,0,0,3.708624828,62.58811909
0,1,1,0,19.16301496,84.17723169
1,1,1,0,11.79328613,78.06410312
1,1,1,1,7.802329546,83.74093557
1,1,0,1,16.02883389,89.36564521
0,0,0,1,10.50317918,93.46610146
1,1,1,0,4.833256207,72.25409478
0,1,0,0,4.134706113,87.57268775
1,0,0,0,7.937185323,93.04711702
1,0,0,1,17.19791721,75.09830159
0,0,0,1,1.228958321,72.1723144
0,1,0,1,4.370520015,79.56366403
1,0,1,1,17.86303638,92.04635417
1,0,1,1,2.434691379,73.5991419
0,0,1,1,12.59251437,86.701999
1,0,1,0,4.270227362,78.93621915
1,1,0,1,12.11733695,72.9115745
0,1,1,1,7.662083337,67.32842936
1,1,1,1,2.033537929,62.72920853
0,0,0,1,11.64950135,90.98548356
1,0,0,0,13.66085494,83.48860975
0,0,0,0,13.60545238,94.71808176
1,0,0,1,12.74068818,77.4878235
0,0,1,0,10.00449562,78.33875227
1,0,0,0,10.38945234,86.619245
0,1,0,0,12.7128022,76.52558519
1,1,0,0,13.80518723,85.79085252
1,0,0,0,13.09753478,87.79336023
1,1,0,0,11.7389113,78.751619
1,0,0,0,3.116779696,76.8616985
1,0,1,1,4.21233077,63.41989053
1,1,1,0,5.204480421,80.72757328
1,0,1,1,18.39323314,81.28329383
1,1,0,0,15.18790184,92.50740539
1,0,0,0,11.05733639,81.06077842
0,0,1,0,5.041138571,66.96205867
0,1,1,1,2.217830465,64.22974249
1,0,1,0,17.97518452,94.90239404
0,0,1,1,17.85332032,96.4394377
1,0,0,0,2.213911914,71.10917554
1,1,1,0,15.94433332,92.77719658
0,0,0,1,8.932901386,83.65969263
1,0,0,0,6.479338657,77.94324232
1,0,0,0,14.78209072,83.88464592
0,1,1,0,12.28659082,76.50386864
0,1,1,1,15.60060215,72.88975804
1,1,1,0,1.486577213,62.1436952
0,1,0,0,6.371740399,68.72416055
0,1,0,0,6.386337008,76.95786882
1,0,1,1,6.595061846,74.19696237
0,1,0,0,10.04959745,92.2502965
0,1,1,1,5.660276062,68.94226795
1,0,0,0,8.887672202,76.51874225
0,1,0,0,7.355551862,73.21521978
0,0,0,1,14.70592096,77.28709423
1,1,0,1,12.07001591,72.74144009
1,0,0,1,13.07258865,85.62774744
1,0,0,1,4.211677882,62.14474004
0,1,0,1,6.510043307,85.19263585
1,1,1,0,0.423308952,62.32493602
1,0,0,0,2.167494146,71.44828068
0,0,0,1,5.30108464,79.1391042
1,0,1,0,1.309274426,77.24594998
1,0,1,0,12.05264801,77.54125349
1,0,1,1,19.96260232,83.15087898
1,0,1,1,2.016304281,72.73374801
0,0,0,1,16.42460425,88.77581548
1,1,0,0,2.376324945,83.89687339
1,0,1,1,13.39828038,71.54287214
0,1,0,0,12.86315206,94.27661316
1,1,1,1,18.0543387,78.01709821
0,0,0,1,2.278912274,76.44031932
0,0,0,1,6.308889322,72.46630284
0,1,0,1,1.815595207,57.82090864
1,0,0,0,8.147666516,83.66758412
0,0,0,0,18.23186347,96.85684082
0,1,1,0,15.63046302,92.28781757
0,1,0,1,14.45800201,86.11864776
1,1,0,0,10.6605501,83.21914727
1,0,0,0,17.66971485,89.25147139
1,0,0,0,8.988835965,76.72658325
1,1,0,1,2.993713342,73.3203325
1,0,1,0,16.75170446,80.27780575
1,1,0,1,5.592766561,74.96255297
1,0,1,1,1.07267082,67.01019925
0,1,0,0,2.520760613,70.48196804
0,0,0,0,12.18117832,79.37474503
0,1,1,1,12.14163928,77.03530886
0,0,0,1,5.203663422,64.54034943
1,0,0,1,14.54360296,77.72766598
0,1,1,0,15.47280311,101.4301738
0,0,0,1,18.41005252,103.9060449
0,0,1,1,11.69874997,92.67965296
0,1,1,1,15.58846728,81.80489615
1,0,1,0,15.0619936,80.6761817
1,0,0,1,5.156180969,66.78857427
1,0,0,1,6.204518559,78.04771992
0,1,1,1,9.569647915,79.49260588
1,1,0,1,0.380779351,72.01392583
0,1,1,1,5.947955463,81.70945493
1,1,0,0,9.477657467,67.0349442
1,1,1,0,2.161385906,70.44201863
1,0,0,1,2.525517756,71.52541302
1,0,1,1,9.264734715,63.21266211
1,1,0,1,14.61930063,73.57142469
0,0,1,1,16.67497862,82.42704347
1,0,0,1,10.92627795,66.68542672
0,0,1,1,9.494979751,66.049925
0,0,0,0,7.685611369,71.93319691
0,1,0,1,3.858979849,83.46168262
0,1,1,1,2.931240056,76.15939414
0,0,0,0,15.83792903,89.97148131
1,0,0,0,9.300132644,78.65193664
1,1,0,0,15.80640491,90.4288451
1,0,0,0,14.08166072,82.97654527
1,0,1,1,3.877918288,55.86602228
0,0,0,0,10.20614528,88.53790298
1,1,0,0,8.880332608,63.75240163
1,1,1,0,8.477470122,75.01386716
0,0,0,1,10.85142098,93.01131691
0,0,1,1,19.64163802,81.73853156
1,0,0,1,16.25801195,89.0146417
1,0,1,0,18.07424863,88.30651752
0,0,0,1,0.592791664,61.94562609
1,0,1,0,2.806727336,85.45188909
1,1,1,0,1.695273204,68.20237028
1,1,1,0,5.264620101,83.50064163
1,0,0,0,8.837849839,82.40525764
0,1,1,1,12.84106495,77.00320992
0,0,0,1,10.01662533,95.16827497
0,0,1,1,18.0636783,85.80905603
1,1,1,1,18.79711918,84.34365578
1,1,1,0,3.270419024,68.08372698
1,0,0,0,17.05825841,79.06368721
1,0,0,0,9.63444408,79.88341043
1,1,1,0,9.066589426,77.3998886
0,1,1,0,15.69878697,79.03501889
1,0,1,1,1.862810181,78.01014068
1,0,1,1,17.64986255,77.16867865
0,0,1,0,13.41726709,88.04967
1,1,1,0,17.50523215,94.94807041
0,0,1,1,19.88955155,81.92099766
0,1,1,1,10.36008905,69.18422377
0,0,0,0,1.865243958,74.10379826
0,1,1,1,3.330477259,55.9115192
0,1,0,1,6.472364851,80.03168608
1,1,1,0,2.071058843,62.67506108
0,1,0,0,16.30683652,94.59410342
0,0,0,1,5.937357021,75.73675307
1,1,1,1,19.51772376,86.86235832
1,1,0,0,14.05182864,92.51996121
0,1,0,1,3.468607405,63.27363537
1,0,1,1,9.520852939,75.53929078
1,0,1,1,9.337684433,74.65274602
0,0,1,0,9.850233167,72.22287313
0,0,0,1,10.71382341,94.60371654
1,0,1,1,0.623461646,70.71290053
0,0,0,0,13.72602251,99.44635669
0,1,1,0,9.743835506,90.43126969
1,1,1,1,15.81930798,88.03493947
0,1,0,0,16.30699147,92.32307748
0,0,0,0,4.61070244,88.4003509
0,1,0,1,0.968458929,71.58175133
0,1,1,0,14.06467712,92.2478398
0,0,1,1,19.55525577,80.71515683
1,1,1,1,8.933159732,59.21319588
1,0,0,0,5.192256192,73.57201891
0,1,0,1,3.133437892,62.76561937
1,0,0,1,5.748911948,72.437755
0,0,0,1,6.558391027,67.54261736
0,0,1,1,8.477494869,69.4869813
0,1,0,1,13.10814246,72.89099497
0,1,0,0,5.463261122,75.97709717
0,0,1,0,1.019535269,63.68558147
1,0,1,1,7.465572231,69.73496821
1,1,0,1,17.11259232,75.44020428
0,1,0,0,9.967030217,79.94517057
1,0,0,1,19.29567515,83.97943484
0,1,0,1,10.07243062,70.70032284
1,1,0,1,5.517976338,66.29840367
0,1,0,0,3.866279945,81.33331119
1,0,1,1,13.89048994,89.79651649
0,0,1,0,10.72762572,95.19713969
0,1,1,1,12.07997858,76.89940774
1,0,1,1,15.10253579,79.01481012
1,1,0,0,14.51806929,93.57839891
0,1,0,0,0.867266003,68.11439302
1,0,0,1,16.05143811,72.43541731
0,0,0,1,10.65406614,88.74473052
1,0,1,1,7.834170616,87.06404653
1,1,0,0,10.75038853,74.91502939
0,1,0,1,12.24902897,83.44987125
1,0,0,0,2.990126197,61.06640208
1,0,0,1,8.348307907,69.37600222
0,0,1,1,6.711724204,72.05116163
1,1,0,1,7.008178896,69.55660242
0,1,1,1,1.826698768,57.68667975
0,1,0,1,3.19686976,78.816092
0,0,0,1,3.236641352,76.05619288
0,0,0,1,7.464494864,73.4967642
0,1,1,0,17.8898309,90.28037102
1,0,0,1,4.120547438,81.0099245
0,0,0,1,8.323850153,91.5046833
0,0,0,1,6.232188306,75.31494019
1,0,1,1,15.74766625,93.20585786
1,1,1,0,1.002528646,73.52853181
1,0,0,0,3.930867911,63.42321402
0,1,1,1,4.212830847,82.32947284
0,1,0,1,19.85925601,92.25595602
0,0,0,0,11.41550036,96.66525108
1,1,1,0,2.779165288,71.99475816
0,1,0,0,5.443982786,77.34667072
1,0,0,1,3.356441882,59.88589665
0,1,1,0,2.492091392,77.21732927
1,1,1,0,15.94364057,88.80797366
0,1,1,1,9.915052573,73.4651358
0,1,1,1,12.62420274,86.67181289
0,1,0,1,6.62502494,79.32521215
1,1,0,0,11.07390172,87.61275704
1,1,0,0,5.15138065,80.78965797
0,1,0,0,6.160725499,86.12604962
0,0,0,0,13.04475889,81.72914671
0,0,0,1,3.007002518,84.42235777
1,0,0,0,12.34443718,86.99691384
0,1,0,1,17.04469633,83.91934864
0,1,1,0,2.408464524,59.35267559
0,1,0,0,17.94922561,102.6888265
0,0,0,0,1.588913606,75.67787586
1,0,0,1,6.978184539,70.32223165
1,0,0,0,12.2101863,82.11570813
0,1,0,1,11.1882952,75.93919807
0,0,1,1,1.92782145,71.72016992
1,0,1,1,15.97826336,96.83073354
1,1,1,1,19.46306586,83.44907882
0,0,0,0,3.624565784,84.21003033
1,1,0,0,17.9026194,86.36915868
1,0,0,1,11.13618884,82.81911075
0,1,0,1,18.71867542,89.20595215
1,1,1,0,3.521719168,62.34484775
1,1,1,0,15.84042786,87.706737
0,1,0,1,1.195631509,80.04635978
0,1,0,0,17.66392894,82.00511268
1,0,1,0,13.48318844,91.69211724
0,1,1,0,7.405095678,75.52536572
1,1,1,1,3.80933647,62.58761726
0,1,1,1,16.33066197,73.00092694
1,1,1,1,12.06482643,69.48391327
0,0,1,1,7.208317059,72.55363964
1,1,1,1,8.876716496,62.86563417
1,0,0,0,16.53085312,79.42039791
1,1,0,0,6.778543867,66.28659152
0,1,1,0,1.792653562,78.82792121
0,0,0,1,18.22564344,94.915287
1,0,1,0,7.746874793,83.5747529
1,0,0,1,6.967750222,84.78447866
0,1,1,1,4.087992378,61.26546891
0,0,0,1,17.94845142,79.88425349
0,1,1,1,4.350106674,68.82508923
0,0,0,1,12.73345736,84.14584228
0,0,0,1,17.61530023,94.84692671
0,1,1,0,0.698272292,71.5147206
1,0,1,1,16.57583411,95.5695672
0,0,1,0,8.211988434,70.92431306
1,1,0,1,13.15949151,68.62486466
0,1,0,0,7.448091265,81.87323095
0,1,0,1,13.91032513,81.13951338
1,0,0,1,5.085898291,63.96962668
1,0,1,0,0.438610849,67.24367968
0,0,1,1,18.9557503,78.39150188
1,0,0,1,0.327355281,70.34935966
1,0,1,0,16.48198579,83.08135221
1,1,1,0,3.382751866,52.9625887
1,0,1,1,7.844404572,77.07393428
0,1,1,0,16.44984753,74.90404611
1,0,0,0,4.118643006,64.07122762
0,1,1,1,17.31415211,87.62008637
0,0,1,0,9.955178782,73.51485165
0,0,1,1,7.323069254,66.15137676
0,1,0,0,13.24875493,90.72499225
1,0,1,1,6.82779444,79.59106013
1,1,0,1,6.94576718,76.49267459
0,0,0,1,14.67052782,95.30834754
0,0,1,0,6.196644491,69.97444248
0,1,1,1,4.015452967,80.48506541
0,0,0,0,16.15292256,80.05447224
1,1,0,1,16.10742067,76.42012002
0,0,0,1,9.951714074,75.41415814
1,0,0,1,10.53311232,90.46084561
0,0,1,0,13.92153252,98.26709358
0,0,0,1,10.18548584,84.64744633
0,0,1,1,8.340799179,67.9833255
0,0,1,0,19.89788387,103.4959685
1,0,0,1,2.952808557,63.93986381
1,1,1,1,11.85455958,72.97830679
1,0,0,0,17.71726052,93.25431404
0,0,0,0,13.74430082,95.87717113
0,0,0,0,17.61846598,88.43695828
1,1,1,1,6.726694407,53.45118979
1,1,1,0,5.439859525,70.56308944
0,0,0,1,17.02544774,82.00388497
0,0,1,1,7.882291524,82.71076908
1,0,1,0,14.19364646,81.9949432
0,1,1,0,2.954971568,69.68050606
0,0,1,1,15.11676251,96.55210521
1,1,1,0,10.97965298,83.95776822
0,0,0,0,5.372232798,76.54669408
1,1,1,1,9.890079279,87.62779344
0,1,1,0,13.93887252,74.56896619
1,0,0,0,0.237728177,70.17159883
0,0,1,0,12.74934118,73.23441745
1,0,1,1,10.83181557,92.09474247
1,0,1,0,4.405723355,62.30876182
1,0,0,0,15.05962148,82.4506732
1,0,1,1,6.069219693,68.64850734
0,0,1,1,5.537218631,85.52296898
0,1,0,1,9.42436698,71.48240032
1,0,0,1,13.52299357,77.86733865
0,0,1,0,18.57691952,86.30645151
0,1,0,1,2.827144863,75.8471031
0,0,0,1,7.929362415,78.75708224
0,0,0,0,1.33979185,68.97214314
0,0,1,1,15.17101495,76.21366802
1,0,1,1,8.954657794,68.4412733
1,1,0,0,14.1385827,79.76795093
1,1,0,1,6.44388848,81.007447
1,0,0,1,16.88634483,89.32506485
0,0,0,0,10.69656156,74.13572044
0,1,1,0,18.87215644,75.36677541
1,0,0,0,1.576292783,66.49435557
0,1,1,0,10.28553649,83.58770625
0,1,0,0,15.32910492,95.92040071
1,1,1,0,12.00305296,90.90684815
0,0,1,0,0.463882809,79.01902995
1,0,0,0,19.44677357,101.4314408
1,0,1,0,5.965273862,69.01087218
0,1,1,0,4.985557327,89.70880929
0,0,1,0,9.713197512,69.64624662
1,0,0,0,10.84316215,92.30464512
1,1,1,1,15.32576275,72.41779728
0,0,1,0,7.865473153,73.51005297
1,0,0,0,8.799207529,78.58393749
1,0,0,0,10.69919832,72.6266469
1,1,1,0,7.887741995,71.41870171
0,0,1,0,18.29096158,89.6493544
1,1,0,1,17.02503933,84.36512395
0,1,0,1,9.099473902,93.5546082
1,1,1,1,0.003897247,68.7231239
0,0,1,1,18.01868991,80.00410651
1,0,0,0,2.486731469,66.53578225
0,0,0,1,4.890248304,80.42759485
0,1,1,1,3.047225687,67.09205658
0,1,1,0,3.5963114,71.33031516
1,0,0,1,16.05755076,103.2370367
1,1,1,1,11.59002883,74.18231138
1,0,1,0,19.12190326,89.54941391
0,0,1,0,4.629070246,78.05912824
1,0,1,1,9.712698163,77.18343929
0,0,0,0,19.54856738,91.30932195
1,0,0,1,16.52887029,92.91287736
0,0,1,0,14.57231358,88.94055919
0,0,1,1,3.779504027,70.21865773
0,1,1,1,15.38810802,69.21574183
1,0,1,1,6.951302452,62.02760332
1,1,0,0,10.61073794,75.63337407
1,1,1,0,12.18322426,75.85101291
0,0,1,1,12.18727423,90.72666902
0,1,0,0,14.53046944,80.75109895
1,1,0,0,13.23404185,74.44112807
1,1,1,1,1.367417586,54.18540826
1,0,0,0,9.146940519,91.46161752
0,0,0,0,13.28043213,90.33559439
0,0,1,1,5.919859643,71.63018896
0,0,1,1,6.261133744,62.95118005
0,0,0,0,2.491350955,75.65894193
0,1,1,0,8.372299719,63.94386333
1,1,0,0,19.73660869,100.4032087
0,0,0,1,5.706387226,81.34389665
0,1,0,0,10.62873785,84.15257407
0,1,1,0,14.86474506,76.01696595
0,1,1,0,0.269945418,70.16191771
0,1,0,0,18.00879119,95.52754867
1,0,0,0,7.731003694,90.63738491
0,0,1,0,17.38231973,99.69825339
0,0,0,1,0.778953178,64.3023657
0,1,0,1,2.913271037,68.68303647
1,1,1,1,6.45058909,64.8520604
1,0,1,0,6.909235461,81.34234961
1,0,1,0,16.95588446,82.61958249
0,1,1,1,0.224022308,59.23081909
1,0,0,1,12.82223553,85.239127
0,0,1,1,2.626248724,73.6169073
0,1,1,1,16.46431301,92.45840064
1,1,0,1,15.57146532,79.01186257
0,0,0,0,9.998420548,76.03710962
0,1,0,0,4.25374451,66.70506057
0,0,1,0,12.68990782,98.19542899
1,1,0,0,3.125166353,64.51377735
0,1,1,0,3.800475852,66.23648922
0,0,0,1,12.53379804,80.29548758
1,1,1,1,19.82456892,91.67309456
0,0,0,0,17.82121675,104.0311886
0,1,1,1,11.86214715,92.26618535
1,0,1,0,10.77073538,67.82594597
0,1,0,0,19.9676976,86.08103165
0,1,0,1,10.94794295,73.31142653
0,0,1,0,8.402330439,72.66850491
0,1,0,0,18.19111072,88.93863158
0,0,1,0,4.683685917,68.766599
1,1,1,1,1.950519806,62.21786462
1,1,1,1,12.68180069,86.96749957
1,0,0,0,1.916992675,81.40470319
1,1,1,0,7.462970739,80.92135523
0,1,1,1,8.471547712,75.73612861
0,0,1,1,10.95076134,72.78659807
0,1,1,1,19.83319091,81.43983038
0,0,0,1,4.419634467,80.53079131
0,0,0,0,7.51512757,86.50976121
1,0,1,0,2.644802488,71.07891432
1,1,0,0,12.15227052,85.88324636
0,1,0,1,14.55346365,96.86132435
0,0,1,1,9.641536465,87.25517491
0,1,0,0,4.916625366,68.86980378
1,0,0,1,12.41776538,67.45357235
0,1,0,0,10.78315447,82.64158813
0,0,0,1,3.423714468,86.68512269
0,0,0,0,8.11363801,82.36129411
1,1,0,0,8.703941833,71.85658324
0,0,1,0,19.65235508,86.77449604
1,0,0,0,16.98571664,91.47019366
1,1,1,1,14.68741577,87.65817948
1,0,1,0,17.77554051,86.35509517
1,0,1,0,14.70968812,81.44953656
1,1,0,0,18.0680371,79.33239783
1,0,0,0,1.091062298,63.27580346
0,0,1,1,9.121324185,73.5061172
0,0,1,0,14.9379667,100.6244367
0,0,1,0,11.66591593,85.10229549
1,0,0,1,3.503323283,75.2550386
0,0,0,0,6.809841731,79.31261813
1,0,0,0,6.355487501,85.02340572
1,0,1,0,5.226938264,67.95704034
1,1,0,0,6.86271107,69.4239978
0,0,0,1,10.29706577,78.36046273
1,0,1,1,17.0973805,72.94784827
1,1,0,1,14.84065325,80.33098075
0,0,1,1,16.70499408,85.31606318
0,0,0,1,17.67207489,104.3435622
1,0,1,1,8.323009122,70.58982479
1,0,0,0,6.920525681,86.0894128
0,0,1,0,1.152467634,77.37088102
0,0,0,0,18.60983244,102.3185252
0,1,1,0,1.316460359,61.32812521
1,1,1,1,14.82271031,91.85898864
0,1,0,0,7.562166089,81.61702261
0,1,0,0,18.97561549,94.65189132
0,1,1,1,8.392040419,60.05932176
1,0,0,0,16.33216703,76.31634202
0,0,1,0,5.653096643,82.39385293
0,0,1,1,5.981774345,63.53745347
0,0,0,0,11.9103882,78.32801159
0,0,0,0,19.95965267,89.88358068
0,1,0,1,10.35144836,77.48897567
1,1,1,0,18.72617273,91.12175504
1,0,1,0,15.72499656,86.90179509
1,0,0,0,15.91728628,81.53365805
0,0,1,0,8.719199783,84.87754876
1,1,1,0,7.730845003,73.5223885
1,1,0,1,3.838436162,59.8841566
1,0,1,0,19.27882534,84.18027869
0,1,1,0,19.18787225,100.8196716
0,0,1,0,14.94135469,92.61177065
1,1,0,1,5.925048997,64.89452755
1,1,0,1,4.903590807,58.24544292
0,0,1,1,19.77220485,85.11106335
0,1,0,0,1.330856302,80.18088475
1,1,1,0,16.87128584,97.58064577
0,0,0,0,7.10916001,78.39541748
1,1,1,0,8.377394395,62.80706998
0,0,1,0,16.63955297,90.04316113
1,1,1,1,1.81206032,77.61164334
1,0,1,0,7.08339357,78.94257701
0,0,0,0,19.04048554,99.70753795
1,1,1,1,13.98131826,90.65712235
1,1,1,1,15.0987833,88.52008001
1,0,0,1,15.15010602,98.00312255
0,1,0,1,1.211401663,72.84145917
0,1,1,1,4.064151865,65.10410516
0,1,1,0,9.825265122,76.80766777
1,0,0,0,7.36300465,90.30217921
0,0,1,0,8.218245863,91.13726699
1,0,1,0,15.62894757,75.06904131
1,1,1,0,0.293584701,75.44415524
0,1,1,1,13.20983853,88.49987512
0,0,1,0,0.002204636,79.44306652
1,0,1,0,1.261170512,70.85256791
1,1,1,1,8.165722397,76.92920225
0,1,1,1,16.8189704,93.44879046
0,1,1,0,2.899915311,71.33558671
0,1,0,0,11.09242818,77.46235172
1,0,0,1,13.57010454,82.93849728
1,1,0,0,4.590657683,74.78530147
1,1,1,1,10.24660511,78.33662567
1,0,1,0,18.22814566,89.83717309
1,0,1,1,10.24457051,71.49968549
0,1,0,1,3.146461236,75.04137763
0,0,0,1,12.55628593,88.93555728
1,1,1,0,11.8440036,86.74905065
1,1,0,1,0.539095196,68.26101518
0,0,0,1,1.811888115,72.73261247
0,0,1,0,3.135627103,77.48117268
0,1,1,0,2.725781551,62.41949127
0,0,0,0,5.189315411,67.88266483
1,1,1,1,9.082106465,66.83259474
0,1,0,1,7.434325958,72.61478881
1,1,0,1,17.81299783,92.8150538
0,0,0,0,12.24218819,91.64962009
0,1,1,0,17.522887,89.91222224
0,1,0,1,10.5407865,88.90705508
1,1,0,0,1.797409414,63.40966097
1,0,1,0,9.265748981,67.73986267
0,1,1,1,16.44065094,81.37610544
1,1,0,1,3.882075343,62.70419152
1,1,1,0,1.824285575,65.43262154
0,0,1,1,6.588694767,86.71735078
0,1,0,0,7.777956613,79.06482365
1,1,1,0,6.125153528,75.08678151
1,0,0,1,2.704815712,73.09689182
1,0,1,1,5.016797194,66.94973572
0,1,1,0,13.64564809,82.86179362
0,1,0,0,7.718570326,92.4484718
1,1,0,1,12.65098889,87.52285493
0,0,1,0,10.7260756,84.49882712
0,0,1,0,10.9810588,89.08932675
1,1,1,0,4.970991159,64.08057264
1,0,0,0,10.43086066,94.48392192
0,1,1,0,0.471894277,56.49629397
0,1,0,1,8.634874846,78.11036778
1,0,1,0,11.45245646,77.89796201
0,1,1,0,3.639912427,57.66429959
0,0,1,1,5.131170125,81.65357978
1,0,1,1,4.390620396,77.93692
1,1,1,1,1.411159105,73.71620078
0,0,0,0,6.957146423,73.07139761
0,1,0,0,19.57931533,87.3014961
0,0,0,1,7.077608129,86.4937041
1,1,1,1,9.210732437,60.82657392
0,1,0,1,13.06174502,78.74743854
0,1,0,1,12.96995502,80.48731438
1,0,1,1,18.9978996,77.78754359
1,1,1,0,17.15128281,89.31463929
0,0,0,1,15.87901374,83.27819891
1,0,0,0,19.03254452,96.86228645
1,0,0,0,4.61530771,66.30118017
0,0,0,1,12.34108389,74.82411711
1,0,0,1,17.74393533,89.14246465
1,1,0,1,12.48276317,71.4136799
0,0,0,1,19.54840949,92.02516518
1,1,1,1,2.007054278,73.01449364
0,1,0,0,8.786610056,86.73181725
0,0,1,1,19.54725816,92.47507359
1,1,1,1,7.591360571,75.63382246
1,1,1,0,14.7911275,82.0432211
1,0,0,1,0.608058022,79.44141111
0,1,0,1,13.89674229,85.42836813
1,0,1,1,18.69253465,86.6247633
0,0,0,0,7.654125704,92.82963939
1,0,0,1,0.425996759,71.04152888
1,1,1,1,0.558196088,54.00705563
1,1,0,1,17.84046611,89.62268229
0,1,1,1,14.45032214,71.70139862
1,1,1,0,2.133727685,77.42334718
1,0,1,1,1.091805541,73.2862405
0,0,1,0,16.09650727,76.07453545
0,1,0,1,16.19721266,89.39107172
1,0,1,1,2.410436796,58.11360224
1,1,0,1,6.030408078,82.56950137
1,0,0,0,15.60052129,89.01418956
0,0,0,1,10.50824142,87.76144702
0,0,0,1,19.13169721,94.74975981
0,0,1,0,9.621252907,75.71959019
0,0,1,1,13.53915875,80.46373656
1,1,1,1,10.19566731,68.70943784
0,1,1,1,18.85930991,75.02744739
0,0,1,1,7.973181841,75.60135161
0,1,0,0,4.595929104,67.33646094
1,0,1,0,6.532677206,70.26072836
1,0,0,0,17.05550408,91.36010741
0,0,0,1,9.95877127,81.67371949
0,0,1,1,7.08504607,66.98991246
1,1,0,1,10.88520044,78.97843098
1,0,0,1,2.664594146,79.62543106
1,1,1,0,0.107186093,61.97009673
1,0,1,1,5.611693674,68.30301177
1,0,1,0,12.1001144,70.48209498
1,1,0,1,14.23361539,75.78097034
1,0,1,1,16.53221933,88.97351902
1,0,1,0,18.53327119,96.63889386
0,1,0,1,8.242246939,64.14779007
0,1,1,0,14.81033599,80.00981448
0,1,0,0,1.493458604,69.21750011
0,0,0,1,1.150599975,65.95648819
0,0,1,0,2.49595984,67.23479017
0,1,0,0,8.971381957,77.47129914
1,1,0,1,4.22562877,66.14301382
1,0,1,0,5.738498839,70.34680232
0,0,1,0,12.95760347,91.13613398
0,1,1,1,7.170443576,70.50478986
1,1,0,0,11.14743115,81.65986288
1,1,0,1,8.248075135,83.29506298
1,1,1,0,3.37938511,81.82436959
0,0,1,1,1.480399805,79.15025947
1,0,1,1,4.724629906,68.07605568
0,0,0,1,1.15400939,63.52431569
0,0,1,1,12.3722392,72.18690193
1,1,0,1,15.91435203,83.42479353
1,0,1,0,6.794815365,78.27441639
0,1,0,1,7.742221107,83.89540787
1,0,0,1,16.32382126,85.95120696
1,0,1,0,4.452258247,66.42093258
0,0,0,1,2.383205304,74.73675426
1,1,0,0,10.02236235,79.69599093
0,0,1,0,12.92380339,72.12427998
0,1,1,1,11.9930885,85.61734265
1,1,0,0,14.27746091,88.11022458
0,0,0,0,1.135023643,71.35394711
0,1,0,0,8.564032255,83.00733358
1,0,1,1,4.771410479,60.32359978
1,1,0,0,15.18242519,84.10168104
1,0,0,1,17.45460968,85.52977583
0,1,1,1,5.626714816,76.36640659
0,1,1,0,1.904361581,78.05081189
1,0,1,1,5.06855924,76.44537117
0,0,1,0,2.080169781,74.69650207
1,0,1,0,6.448443322,76.88947317
1,0,0,1,10.76397157,83.26028035
0,1,0,1,19.47361909,85.16965849
1,1,0,1,7.987405087,76.31806321
0,1,1,0,4.400798477,76.53333176
0,1,1,0,3.336034807,78.70792541
1,0,1,0,3.460795323,64.22643585
0,1,0,1,3.851953665,65.11874765
1,0,1,0,15.24534045,93.12833371
0,1,1,0,1.220554229,60.73761276
0,0,1,0,19.94805414,95.0532195
0,0,0,0,10.45372782,78.46084949
1,0,1,1,10.88543789,67.22058892
0,0,1,0,7.151277574,68.97230166
1,0,0,1,13.80510719,85.30167386
0,1,1,0,9.429126818,66.21567408
0,0,1,0,6.581225699,87.56385144
1,1,1,0,5.302768074,79.8934435
1,1,0,1,18.51302414,85.34348844
1,0,1,1,5.819790301,71.07895615
1,1,1,1,8.727865189,74.0006742
1,1,0,0,7.006828042,64.64780075
0,1,0,0,1.723576549,78.65268861
0,0,1,1,3.71868789,63.96722859
1,0,0,0,3.790039507,65.10070726
0,0,1,0,13.87299029,90.92312613
0,0,0,1,8.131708199,72.49834932
0,1,1,0,15.63935126,88.46754612
1,1,1,0,14.17901849,79.19406336
0,1,1,0,3.840995328,80.83778933
0,1,0,1,11.2583384,88.14765277
0,1,0,0,14.85817692,80.19672135
1,1,1,1,12.66085847,82.9950594
0,0,1,0,12.00033016,84.4951924
0,1,1,1,14.79221775,83.80616133
1,1,1,1,1.135614785,67.27634341
1,1,0,1,14.62843895,72.29833224
0,0,0,1,5.453105263,80.16134144
0,1,1,0,11.43744509,84.36857707
1,1,0,1,4.846099894,77.26710458
1,0,0,0,16.77635144,85.64435719
